name,trainer,Analytic,Independent,Determined,Professional,Studious,Imaginative,week,cohort,date
Sayer Weedon,Lucy Foster,7.0,2.0,8.0,8.0,7.0,5.0,4,Data_31,2019-05-20
Lynnell Samber,Lucy Foster,5.0,6.0,8.0,2.0,5.0,7.0,4,Data_31,2019-05-20
Hogan Bushnell,Lucy Foster,6.0,2.0,5.0,4.0,4.0,7.0,4,Data_31,2019-05-20
Scott Duny,Lucy Foster,7.0,7.0,7.0,6.0,5.0,4.0,4,Data_31,2019-05-20
Viv Newby,Lucy Foster,5.0,3.0,7.0,8.0,7.0,8.0,4,Data_31,2019-05-20
Louise Dowse,Lucy Foster,7.0,5.0,7.0,4.0,6.0,8.0,4,Data_31,2019-05-20
Haroun Mccrohon,Lucy Foster,4.0,4.0,2.0,8.0,8.0,8.0,4,Data_31,2019-05-20
Devan Claricoats,Lucy Foster,5.0,8.0,5.0,8.0,5.0,6.0,4,Data_31,2019-05-20
Matthaeus Audas,Lucy Foster,8.0,5.0,6.0,4.0,8.0,2.0,4,Data_31,2019-05-20
Halsey Broader,Lucy Foster,7.0,6.0,6.0,6.0,8.0,3.0,4,Data_31,2019-05-20
Rina Soffe,Lucy Foster,8.0,8.0,8.0,5.0,5.0,5.0,4,Data_31,2019-05-20
Emmey Wadforth,Lucy Foster,2.0,4.0,8.0,6.0,7.0,3.0,5,Data_31,2019-05-20
Sayer Weedon,Lucy Foster,4.0,8.0,4.0,8.0,8.0,8.0,5,Data_31,2019-05-20
Lynnell Samber,Lucy Foster,6.0,5.0,6.0,5.0,8.0,7.0,5,Data_31,2019-05-20
Hogan Bushnell,Lucy Foster,8.0,5.0,4.0,7.0,8.0,8.0,5,Data_31,2019-05-20
Scott Duny,Lucy Foster,7.0,7.0,6.0,7.0,6.0,8.0,5,Data_31,2019-05-20
Viv Newby,Lucy Foster,6.0,8.0,7.0,5.0,4.0,7.0,5,Data_31,2019-05-20
Louise Dowse,Lucy Foster,8.0,2.0,4.0,8.0,4.0,5.0,5,Data_31,2019-05-20
Haroun Mccrohon,Lucy Foster,7.0,8.0,7.0,8.0,3.0,8.0,5,Data_31,2019-05-20
Devan Claricoats,Lucy Foster,5.0,7.0,3.0,6.0,6.0,5.0,5,Data_31,2019-05-20
Matthaeus Audas,Lucy Foster,2.0,8.0,7.0,8.0,6.0,4.0,5,Data_31,2019-05-20
Halsey Broader,Lucy Foster,2.0,5.0,7.0,6.0,6.0,4.0,5,Data_31,2019-05-20
Rina Soffe,Lucy Foster,4.0,5.0,8.0,6.0,4.0,2.0,5,Data_31,2019-05-20
Emmey Wadforth,Lucy Foster,3.0,2.0,4.0,1.0,4.0,4.0,6,Data_31,2019-05-20
Sayer Weedon,Lucy Foster,3.0,5.0,2.0,4.0,6.0,2.0,6,Data_31,2019-05-20
Lynnell Samber,Lucy Foster,5.0,6.0,8.0,5.0,2.0,8.0,6,Data_31,2019-05-20
Hogan Bushnell,Lucy Foster,5.0,7.0,5.0,5.0,5.0,3.0,6,Data_31,2019-05-20
Scott Duny,Lucy Foster,5.0,2.0,7.0,7.0,3.0,5.0,6,Data_31,2019-05-20
Viv Newby,Lucy Foster,5.0,8.0,8.0,3.0,3.0,2.0,6,Data_31,2019-05-20
Louise Dowse,Lucy Foster,6.0,3.0,8.0,6.0,4.0,6.0,6,Data_31,2019-05-20
Haroun Mccrohon,Lucy Foster,7.0,8.0,7.0,7.0,7.0,3.0,6,Data_31,2019-05-20
Devan Claricoats,Lucy Foster,5.0,4.0,8.0,7.0,8.0,1.0,6,Data_31,2019-05-20
Matthaeus Audas,Lucy Foster,8.0,5.0,1.0,6.0,4.0,7.0,6,Data_31,2019-05-20
Halsey Broader,Lucy Foster,7.0,4.0,8.0,3.0,3.0,8.0,6,Data_31,2019-05-20
Rina Soffe,Lucy Foster,8.0,6.0,3.0,2.0,6.0,3.0,6,Data_31,2019-05-20
Emmey Wadforth,Lucy Foster,8.0,8.0,7.0,8.0,8.0,4.0,7,Data_31,2019-05-20
Sayer Weedon,Lucy Foster,3.0,7.0,6.0,7.0,8.0,8.0,7,Data_31,2019-05-20
Lynnell Samber,Lucy Foster,3.0,8.0,5.0,3.0,6.0,8.0,7,Data_31,2019-05-20
Hogan Bushnell,Lucy Foster,7.0,8.0,3.0,4.0,7.0,8.0,7,Data_31,2019-05-20
Scott Duny,Lucy Foster,8.0,5.0,5.0,8.0,7.0,8.0,7,Data_31,2019-05-20
Viv Newby,Lucy Foster,8.0,6.0,3.0,8.0,8.0,8.0,7,Data_31,2019-05-20
Louise Dowse,Lucy Foster,8.0,8.0,8.0,5.0,8.0,8.0,7,Data_31,2019-05-20
Haroun Mccrohon,Lucy Foster,7.0,8.0,8.0,8.0,5.0,8.0,7,Data_31,2019-05-20
Devan Claricoats,Lucy Foster,8.0,8.0,8.0,8.0,7.0,8.0,7,Data_31,2019-05-20
Matthaeus Audas,Lucy Foster,8.0,7.0,8.0,7.0,8.0,7.0,7,Data_31,2019-05-20
Halsey Broader,Lucy Foster,8.0,8.0,8.0,6.0,8.0,8.0,7,Data_31,2019-05-20
Rina Soffe,Lucy Foster,4.0,8.0,8.0,3.0,7.0,7.0,7,Data_31,2019-05-20
Emmey Wadforth,Lucy Foster,5.0,7.0,5.0,5.0,8.0,8.0,8,Data_31,2019-05-20
Sayer Weedon,Lucy Foster,8.0,8.0,8.0,8.0,8.0,7.0,8,Data_31,2019-05-20
Lynnell Samber,Lucy Foster,8.0,8.0,7.0,7.0,8.0,8.0,8,Data_31,2019-05-20
Hogan Bushnell,Lucy Foster,8.0,7.0,8.0,4.0,8.0,8.0,8,Data_31,2019-05-20
Scott Duny,Lucy Foster,8.0,8.0,8.0,8.0,4.0,4.0,8,Data_31,2019-05-20
Viv Newby,Lucy Foster,8.0,6.0,7.0,5.0,8.0,8.0,8,Data_31,2019-05-20
Louise Dowse,Lucy Foster,6.0,8.0,8.0,7.0,8.0,8.0,8,Data_31,2019-05-20
Haroun Mccrohon,Lucy Foster,8.0,5.0,8.0,8.0,8.0,8.0,8,Data_31,2019-05-20
Devan Claricoats,Lucy Foster,6.0,8.0,8.0,8.0,8.0,4.0,8,Data_31,2019-05-20
Matthaeus Audas,Lucy Foster,7.0,8.0,8.0,8.0,8.0,8.0,8,Data_31,2019-05-20
Halsey Broader,Lucy Foster,8.0,5.0,8.0,8.0,8.0,8.0,8,Data_31,2019-05-20
Rina Soffe,Lucy Foster,8.0,6.0,8.0,8.0,6.0,8.0,8,Data_31,2019-05-20
Denyse Worley,Edward Reinhart,4.0,3.0,2.0,1.0,6.0,1.0,1,Data_30,2019-04-08
Jard Antonowicz,Edward Reinhart,1.0,5.0,5.0,3.0,2.0,3.0,1,Data_30,2019-04-08
Burtie Clubley,Edward Reinhart,7.0,1.0,5.0,1.0,3.0,4.0,1,Data_30,2019-04-08
Idaline Gadeaux,Edward Reinhart,2.0,3.0,4.0,1.0,4.0,4.0,1,Data_30,2019-04-08
Gaspard Dunn,Edward Reinhart,1.0,1.0,3.0,4.0,3.0,4.0,1,Data_30,2019-04-08
Reg Mcreynold,Edward Reinhart,1.0,3.0,2.0,1.0,2.0,3.0,1,Data_30,2019-04-08
Penni Grioli,Edward Reinhart,3.0,3.0,2.0,5.0,4.0,4.0,1,Data_30,2019-04-08
Kial Gowdy,Edward Reinhart,3.0,2.0,3.0,3.0,1.0,2.0,1,Data_30,2019-04-08
Haskell Mcdonnell,Edward Reinhart,5.0,1.0,1.0,4.0,4.0,1.0,1,Data_30,2019-04-08
Jeffy Dudding,Edward Reinhart,2.0,3.0,4.0,2.0,2.0,3.0,1,Data_30,2019-04-08
Damaris Vallance,Edward Reinhart,4.0,5.0,3.0,2.0,3.0,2.0,1,Data_30,2019-04-08
Stacee Kidson,Edward Reinhart,2.0,3.0,2.0,3.0,1.0,3.0,1,Data_30,2019-04-08
Anica Vallis,Edward Reinhart,1.0,5.0,4.0,2.0,7.0,4.0,1,Data_30,2019-04-08
Denyse Worley,Edward Reinhart,3.0,1.0,5.0,5.0,1.0,4.0,2,Data_30,2019-04-08
Jard Antonowicz,Edward Reinhart,2.0,3.0,4.0,2.0,1.0,3.0,2,Data_30,2019-04-08
Burtie Clubley,Edward Reinhart,2.0,4.0,2.0,4.0,1.0,3.0,2,Data_30,2019-04-08
Idaline Gadeaux,Edward Reinhart,6.0,5.0,2.0,2.0,1.0,2.0,2,Data_30,2019-04-08
Gaspard Dunn,Edward Reinhart,1.0,1.0,3.0,4.0,2.0,2.0,2,Data_30,2019-04-08
Reg Mcreynold,Edward Reinhart,4.0,4.0,3.0,3.0,3.0,1.0,2,Data_30,2019-04-08
Penni Grioli,Edward Reinhart,3.0,1.0,2.0,4.0,1.0,1.0,2,Data_30,2019-04-08
Kial Gowdy,Edward Reinhart,1.0,2.0,4.0,5.0,3.0,5.0,2,Data_30,2019-04-08
Haskell Mcdonnell,Edward Reinhart,2.0,4.0,1.0,3.0,6.0,1.0,2,Data_30,2019-04-08
Jeffy Dudding,Edward Reinhart,5.0,2.0,5.0,2.0,1.0,2.0,2,Data_30,2019-04-08
Damaris Vallance,Edward Reinhart,3.0,2.0,5.0,4.0,1.0,1.0,2,Data_30,2019-04-08
Stacee Kidson,Edward Reinhart,5.0,5.0,1.0,4.0,4.0,1.0,2,Data_30,2019-04-08
Anica Vallis,Edward Reinhart,5.0,4.0,2.0,4.0,3.0,6.0,2,Data_30,2019-04-08
Denyse Worley,Edward Reinhart,5.0,2.0,5.0,4.0,1.0,5.0,3,Data_30,2019-04-08
Jard Antonowicz,Edward Reinhart,1.0,3.0,4.0,2.0,2.0,5.0,3,Data_30,2019-04-08
Burtie Clubley,Edward Reinhart,2.0,2.0,5.0,2.0,5.0,3.0,3,Data_30,2019-04-08
Idaline Gadeaux,Edward Reinhart,2.0,5.0,2.0,3.0,3.0,1.0,3,Data_30,2019-04-08
Gaspard Dunn,Edward Reinhart,1.0,1.0,4.0,3.0,3.0,4.0,3,Data_30,2019-04-08
Reg Mcreynold,Edward Reinhart,3.0,2.0,6.0,3.0,4.0,1.0,3,Data_30,2019-04-08
Penni Grioli,Edward Reinhart,2.0,4.0,3.0,2.0,3.0,4.0,3,Data_30,2019-04-08
Kial Gowdy,Edward Reinhart,3.0,4.0,7.0,2.0,7.0,1.0,3,Data_30,2019-04-08
Haskell Mcdonnell,Edward Reinhart,1.0,5.0,4.0,1.0,2.0,3.0,3,Data_30,2019-04-08
Jeffy Dudding,Edward Reinhart,1.0,2.0,3.0,4.0,1.0,2.0,3,Data_30,2019-04-08
Damaris Vallance,Edward Reinhart,6.0,3.0,2.0,3.0,1.0,4.0,3,Data_30,2019-04-08
Stacee Kidson,Edward Reinhart,2.0,3.0,3.0,3.0,1.0,6.0,3,Data_30,2019-04-08
Anica Vallis,Edward Reinhart,4.0,4.0,5.0,3.0,2.0,8.0,3,Data_30,2019-04-08
Denyse Worley,Edward Reinhart,3.0,8.0,5.0,3.0,6.0,3.0,4,Data_30,2019-04-08
Jard Antonowicz,Edward Reinhart,8.0,5.0,7.0,1.0,4.0,5.0,4,Data_30,2019-04-08
Burtie Clubley,Edward Reinhart,6.0,8.0,3.0,5.0,8.0,2.0,4,Data_30,2019-04-08
Idaline Gadeaux,Edward Reinhart,3.0,3.0,6.0,8.0,8.0,3.0,4,Data_30,2019-04-08
Gaspard Dunn,Edward Reinhart,6.0,8.0,3.0,7.0,7.0,5.0,4,Data_30,2019-04-08
Reg Mcreynold,Edward Reinhart,8.0,3.0,7.0,6.0,8.0,1.0,4,Data_30,2019-04-08
Penni Grioli,Edward Reinhart,1.0,2.0,7.0,6.0,7.0,5.0,4,Data_30,2019-04-08
Kial Gowdy,Edward Reinhart,8.0,8.0,6.0,2.0,1.0,4.0,4,Data_30,2019-04-08
Haskell Mcdonnell,Edward Reinhart,8.0,3.0,5.0,6.0,8.0,7.0,4,Data_30,2019-04-08
Jeffy Dudding,Edward Reinhart,5.0,5.0,4.0,8.0,8.0,7.0,4,Data_30,2019-04-08
Damaris Vallance,Edward Reinhart,8.0,5.0,8.0,8.0,4.0,8.0,4,Data_30,2019-04-08
Stacee Kidson,Edward Reinhart,4.0,7.0,2.0,6.0,5.0,6.0,4,Data_30,2019-04-08
Anica Vallis,Edward Reinhart,6.0,8.0,8.0,6.0,6.0,3.0,4,Data_30,2019-04-08
Denyse Worley,Edward Reinhart,3.0,8.0,5.0,5.0,6.0,3.0,5,Data_30,2019-04-08
Jard Antonowicz,Edward Reinhart,6.0,6.0,8.0,8.0,5.0,7.0,5,Data_30,2019-04-08
Burtie Clubley,Edward Reinhart,8.0,8.0,8.0,7.0,3.0,8.0,5,Data_30,2019-04-08
Idaline Gadeaux,Edward Reinhart,6.0,4.0,8.0,6.0,4.0,6.0,5,Data_30,2019-04-08
Gaspard Dunn,Edward Reinhart,8.0,5.0,2.0,8.0,8.0,7.0,5,Data_30,2019-04-08
Reg Mcreynold,Edward Reinhart,7.0,4.0,8.0,6.0,4.0,5.0,5,Data_30,2019-04-08
Penni Grioli,Edward Reinhart,8.0,4.0,6.0,7.0,8.0,6.0,5,Data_30,2019-04-08
Kial Gowdy,Edward Reinhart,2.0,2.0,7.0,1.0,1.0,8.0,5,Data_30,2019-04-08
Haskell Mcdonnell,Edward Reinhart,5.0,2.0,5.0,8.0,4.0,3.0,5,Data_30,2019-04-08
Jeffy Dudding,Edward Reinhart,6.0,5.0,8.0,5.0,7.0,8.0,5,Data_30,2019-04-08
Damaris Vallance,Edward Reinhart,8.0,3.0,1.0,3.0,8.0,5.0,5,Data_30,2019-04-08
Stacee Kidson,Edward Reinhart,6.0,6.0,4.0,7.0,5.0,8.0,5,Data_30,2019-04-08
Anica Vallis,Edward Reinhart,3.0,6.0,8.0,8.0,4.0,7.0,5,Data_30,2019-04-08
Denyse Worley,Edward Reinhart,4.0,8.0,3.0,5.0,6.0,8.0,6,Data_30,2019-04-08
Jard Antonowicz,Edward Reinhart,4.0,3.0,4.0,7.0,5.0,8.0,6,Data_30,2019-04-08
Burtie Clubley,Edward Reinhart,4.0,5.0,3.0,4.0,8.0,4.0,6,Data_30,2019-04-08
Idaline Gadeaux,Edward Reinhart,6.0,4.0,7.0,4.0,4.0,1.0,6,Data_30,2019-04-08
Gaspard Dunn,Edward Reinhart,8.0,4.0,8.0,7.0,4.0,5.0,6,Data_30,2019-04-08
Reg Mcreynold,Edward Reinhart,7.0,5.0,6.0,2.0,8.0,3.0,6,Data_30,2019-04-08
Penni Grioli,Edward Reinhart,8.0,8.0,6.0,7.0,8.0,8.0,6,Data_30,2019-04-08
Kial Gowdy,Edward Reinhart,6.0,3.0,8.0,3.0,4.0,6.0,6,Data_30,2019-04-08
Haskell Mcdonnell,Edward Reinhart,3.0,7.0,1.0,6.0,4.0,7.0,6,Data_30,2019-04-08
Jeffy Dudding,Edward Reinhart,7.0,6.0,8.0,5.0,3.0,6.0,6,Data_30,2019-04-08
Damaris Vallance,Edward Reinhart,4.0,4.0,8.0,4.0,5.0,4.0,6,Data_30,2019-04-08
Stacee Kidson,Edward Reinhart,7.0,2.0,5.0,8.0,7.0,7.0,6,Data_30,2019-04-08
Anica Vallis,Edward Reinhart,8.0,7.0,5.0,5.0,8.0,5.0,6,Data_30,2019-04-08
Denyse Worley,Edward Reinhart,7.0,8.0,8.0,8.0,8.0,8.0,7,Data_30,2019-04-08
Jard Antonowicz,Edward Reinhart,8.0,8.0,7.0,7.0,6.0,8.0,7,Data_30,2019-04-08
Burtie Clubley,Edward Reinhart,8.0,8.0,8.0,8.0,6.0,5.0,7,Data_30,2019-04-08
Idaline Gadeaux,Edward Reinhart,5.0,8.0,6.0,5.0,6.0,4.0,7,Data_30,2019-04-08
Gaspard Dunn,Edward Reinhart,4.0,8.0,8.0,8.0,8.0,8.0,7,Data_30,2019-04-08
Reg Mcreynold,Edward Reinhart,3.0,6.0,8.0,8.0,8.0,8.0,7,Data_30,2019-04-08
Penni Grioli,Edward Reinhart,8.0,8.0,8.0,8.0,8.0,6.0,7,Data_30,2019-04-08
Kial Gowdy,Edward Reinhart,8.0,6.0,8.0,5.0,8.0,8.0,7,Data_30,2019-04-08
Haskell Mcdonnell,Edward Reinhart,8.0,7.0,8.0,8.0,5.0,6.0,7,Data_30,2019-04-08
Jeffy Dudding,Edward Reinhart,8.0,8.0,8.0,8.0,8.0,8.0,7,Data_30,2019-04-08
Damaris Vallance,Edward Reinhart,8.0,7.0,7.0,8.0,8.0,8.0,7,Data_30,2019-04-08
Stacee Kidson,Edward Reinhart,8.0,8.0,8.0,8.0,8.0,8.0,7,Data_30,2019-04-08
Anica Vallis,Edward Reinhart,7.0,8.0,8.0,6.0,8.0,6.0,7,Data_30,2019-04-08
Denyse Worley,Edward Reinhart,8.0,8.0,5.0,8.0,8.0,8.0,8,Data_30,2019-04-08
Jard Antonowicz,Edward Reinhart,5.0,8.0,8.0,8.0,8.0,8.0,8,Data_30,2019-04-08
Burtie Clubley,Edward Reinhart,8.0,7.0,5.0,8.0,7.0,8.0,8,Data_30,2019-04-08
Idaline Gadeaux,Edward Reinhart,8.0,7.0,8.0,8.0,8.0,7.0,8,Data_30,2019-04-08
Gaspard Dunn,Edward Reinhart,8.0,2.0,8.0,8.0,8.0,7.0,8,Data_30,2019-04-08
Reg Mcreynold,Edward Reinhart,6.0,8.0,8.0,8.0,8.0,8.0,8,Data_30,2019-04-08
Penni Grioli,Edward Reinhart,7.0,8.0,8.0,7.0,8.0,4.0,8,Data_30,2019-04-08
Kial Gowdy,Edward Reinhart,6.0,8.0,6.0,8.0,8.0,8.0,8,Data_30,2019-04-08
Haskell Mcdonnell,Edward Reinhart,8.0,8.0,8.0,8.0,8.0,8.0,8,Data_30,2019-04-08
Jeffy Dudding,Edward Reinhart,6.0,8.0,8.0,6.0,6.0,7.0,8,Data_30,2019-04-08
Damaris Vallance,Edward Reinhart,8.0,7.0,8.0,8.0,8.0,8.0,8,Data_30,2019-04-08
Stacee Kidson,Edward Reinhart,8.0,7.0,8.0,8.0,6.0,8.0,8,Data_30,2019-04-08
Anica Vallis,Edward Reinhart,8.0,4.0,8.0,8.0,8.0,8.0,8,Data_30,2019-04-08
Silvain Kuhwald,Lucy Foster,4.0,4.0,1.0,4.0,5.0,4.0,1,Data_34,2019-08-19
Aguie Morrad,Lucy Foster,6.0,2.0,1.0,5.0,6.0,5.0,1,Data_34,2019-08-19
Bertram Esgate,Lucy Foster,2.0,4.0,3.0,1.0,4.0,3.0,1,Data_34,2019-08-19
Marlon Reside,Lucy Foster,5.0,2.0,1.0,3.0,1.0,6.0,1,Data_34,2019-08-19
Micheal Di Matteo,Lucy Foster,2.0,3.0,3.0,1.0,3.0,5.0,1,Data_34,2019-08-19
Regina Calver,Lucy Foster,3.0,4.0,2.0,7.0,6.0,1.0,1,Data_34,2019-08-19
Jodie Kaygill,Lucy Foster,3.0,2.0,1.0,2.0,4.0,1.0,1,Data_34,2019-08-19
Ingunna Adin,Lucy Foster,3.0,1.0,4.0,4.0,1.0,3.0,1,Data_34,2019-08-19
Carlos Gerckens,Lucy Foster,1.0,3.0,4.0,4.0,3.0,2.0,1,Data_34,2019-08-19
Sherline Cudihy,Lucy Foster,3.0,4.0,4.0,8.0,1.0,4.0,1,Data_34,2019-08-19
Trudie Kiellor,Lucy Foster,5.0,3.0,5.0,7.0,2.0,4.0,1,Data_34,2019-08-19
Silvain Kuhwald,Lucy Foster,3.0,5.0,1.0,5.0,3.0,4.0,2,Data_34,2019-08-19
Aguie Morrad,Lucy Foster,4.0,1.0,5.0,5.0,4.0,3.0,2,Data_34,2019-08-19
Bertram Esgate,Lucy Foster,3.0,2.0,3.0,1.0,4.0,2.0,2,Data_34,2019-08-19
Marlon Reside,Lucy Foster,8.0,5.0,3.0,1.0,4.0,2.0,2,Data_34,2019-08-19
Micheal Di Matteo,Lucy Foster,2.0,4.0,1.0,1.0,5.0,1.0,2,Data_34,2019-08-19
Regina Calver,Lucy Foster,2.0,3.0,6.0,5.0,2.0,1.0,2,Data_34,2019-08-19
Jodie Kaygill,Lucy Foster,2.0,3.0,3.0,3.0,3.0,1.0,2,Data_34,2019-08-19
Ingunna Adin,Lucy Foster,1.0,3.0,3.0,3.0,2.0,2.0,2,Data_34,2019-08-19
Carlos Gerckens,Lucy Foster,1.0,2.0,4.0,5.0,3.0,7.0,2,Data_34,2019-08-19
Sherline Cudihy,Lucy Foster,3.0,6.0,4.0,4.0,3.0,4.0,2,Data_34,2019-08-19
Trudie Kiellor,Lucy Foster,3.0,1.0,2.0,4.0,3.0,2.0,2,Data_34,2019-08-19
Silvain Kuhwald,Lucy Foster,3.0,3.0,5.0,1.0,4.0,2.0,3,Data_34,2019-08-19
Aguie Morrad,Lucy Foster,1.0,2.0,1.0,3.0,5.0,1.0,3,Data_34,2019-08-19
Bertram Esgate,Lucy Foster,3.0,8.0,1.0,2.0,1.0,1.0,3,Data_34,2019-08-19
Marlon Reside,Lucy Foster,1.0,3.0,5.0,3.0,1.0,4.0,3,Data_34,2019-08-19
Micheal Di Matteo,Lucy Foster,2.0,4.0,4.0,3.0,1.0,3.0,3,Data_34,2019-08-19
Regina Calver,Lucy Foster,3.0,2.0,2.0,5.0,3.0,7.0,3,Data_34,2019-08-19
Jodie Kaygill,Lucy Foster,2.0,1.0,2.0,7.0,3.0,2.0,3,Data_34,2019-08-19
Ingunna Adin,Lucy Foster,4.0,4.0,3.0,1.0,8.0,1.0,3,Data_34,2019-08-19
Carlos Gerckens,Lucy Foster,4.0,2.0,2.0,1.0,3.0,1.0,3,Data_34,2019-08-19
Sherline Cudihy,Lucy Foster,1.0,2.0,2.0,3.0,1.0,4.0,3,Data_34,2019-08-19
Trudie Kiellor,Lucy Foster,2.0,4.0,1.0,3.0,2.0,3.0,3,Data_34,2019-08-19
Silvain Kuhwald,Lucy Foster,8.0,4.0,3.0,6.0,4.0,6.0,4,Data_34,2019-08-19
Aguie Morrad,Lucy Foster,7.0,8.0,8.0,3.0,4.0,5.0,4,Data_34,2019-08-19
Bertram Esgate,Lucy Foster,8.0,3.0,7.0,1.0,8.0,6.0,4,Data_34,2019-08-19
Marlon Reside,Lucy Foster,4.0,6.0,5.0,7.0,4.0,4.0,4,Data_34,2019-08-19
Micheal Di Matteo,Lucy Foster,3.0,8.0,7.0,8.0,8.0,5.0,4,Data_34,2019-08-19
Regina Calver,Lucy Foster,4.0,4.0,8.0,1.0,7.0,8.0,4,Data_34,2019-08-19
Jodie Kaygill,Lucy Foster,3.0,6.0,8.0,2.0,4.0,8.0,4,Data_34,2019-08-19
Ingunna Adin,Lucy Foster,4.0,8.0,7.0,6.0,8.0,5.0,4,Data_34,2019-08-19
Carlos Gerckens,Lucy Foster,4.0,4.0,6.0,7.0,8.0,8.0,4,Data_34,2019-08-19
Sherline Cudihy,Lucy Foster,6.0,8.0,6.0,5.0,8.0,2.0,4,Data_34,2019-08-19
Trudie Kiellor,Lucy Foster,4.0,6.0,5.0,3.0,8.0,4.0,4,Data_34,2019-08-19
Silvain Kuhwald,Lucy Foster,5.0,6.0,4.0,6.0,7.0,6.0,5,Data_34,2019-08-19
Aguie Morrad,Lucy Foster,8.0,5.0,7.0,4.0,4.0,8.0,5,Data_34,2019-08-19
Bertram Esgate,Lucy Foster,5.0,8.0,3.0,6.0,8.0,5.0,5,Data_34,2019-08-19
Marlon Reside,Lucy Foster,7.0,6.0,7.0,4.0,4.0,7.0,5,Data_34,2019-08-19
Micheal Di Matteo,Lucy Foster,1.0,6.0,5.0,3.0,7.0,8.0,5,Data_34,2019-08-19
Regina Calver,Lucy Foster,5.0,6.0,5.0,4.0,8.0,3.0,5,Data_34,2019-08-19
Jodie Kaygill,Lucy Foster,7.0,5.0,5.0,3.0,8.0,4.0,5,Data_34,2019-08-19
Ingunna Adin,Lucy Foster,4.0,8.0,6.0,8.0,7.0,4.0,5,Data_34,2019-08-19
Carlos Gerckens,Lucy Foster,4.0,5.0,7.0,8.0,4.0,6.0,5,Data_34,2019-08-19
Sherline Cudihy,Lucy Foster,5.0,4.0,8.0,3.0,8.0,5.0,5,Data_34,2019-08-19
Trudie Kiellor,Lucy Foster,3.0,5.0,6.0,5.0,8.0,4.0,5,Data_34,2019-08-19
Silvain Kuhwald,Lucy Foster,6.0,6.0,6.0,5.0,7.0,3.0,6,Data_34,2019-08-19
Aguie Morrad,Lucy Foster,1.0,6.0,7.0,5.0,8.0,5.0,6,Data_34,2019-08-19
Bertram Esgate,Lucy Foster,3.0,7.0,3.0,7.0,7.0,8.0,6,Data_34,2019-08-19
Marlon Reside,Lucy Foster,8.0,6.0,6.0,6.0,2.0,5.0,6,Data_34,2019-08-19
Micheal Di Matteo,Lucy Foster,8.0,8.0,5.0,3.0,7.0,6.0,6,Data_34,2019-08-19
Regina Calver,Lucy Foster,8.0,5.0,7.0,4.0,8.0,8.0,6,Data_34,2019-08-19
Jodie Kaygill,Lucy Foster,8.0,8.0,5.0,8.0,4.0,6.0,6,Data_34,2019-08-19
Ingunna Adin,Lucy Foster,8.0,7.0,8.0,3.0,4.0,7.0,6,Data_34,2019-08-19
Carlos Gerckens,Lucy Foster,3.0,8.0,3.0,8.0,4.0,6.0,6,Data_34,2019-08-19
Sherline Cudihy,Lucy Foster,5.0,7.0,5.0,8.0,5.0,2.0,6,Data_34,2019-08-19
Trudie Kiellor,Lucy Foster,2.0,8.0,2.0,8.0,8.0,6.0,6,Data_34,2019-08-19
Silvain Kuhwald,Lucy Foster,8.0,8.0,8.0,8.0,8.0,8.0,7,Data_34,2019-08-19
Aguie Morrad,Lucy Foster,3.0,6.0,6.0,8.0,8.0,8.0,7,Data_34,2019-08-19
Bertram Esgate,Lucy Foster,8.0,5.0,7.0,8.0,8.0,8.0,7,Data_34,2019-08-19
Marlon Reside,Lucy Foster,6.0,6.0,8.0,8.0,6.0,8.0,7,Data_34,2019-08-19
Micheal Di Matteo,Lucy Foster,8.0,8.0,3.0,7.0,8.0,8.0,7,Data_34,2019-08-19
Regina Calver,Lucy Foster,4.0,8.0,8.0,3.0,7.0,8.0,7,Data_34,2019-08-19
Jodie Kaygill,Lucy Foster,8.0,4.0,8.0,8.0,4.0,7.0,7,Data_34,2019-08-19
Ingunna Adin,Lucy Foster,7.0,3.0,8.0,8.0,8.0,6.0,7,Data_34,2019-08-19
Carlos Gerckens,Lucy Foster,6.0,8.0,5.0,6.0,6.0,7.0,7,Data_34,2019-08-19
Sherline Cudihy,Lucy Foster,8.0,5.0,8.0,7.0,7.0,8.0,7,Data_34,2019-08-19
Trudie Kiellor,Lucy Foster,3.0,6.0,8.0,7.0,8.0,8.0,7,Data_34,2019-08-19
Silvain Kuhwald,Lucy Foster,8.0,8.0,8.0,8.0,8.0,8.0,8,Data_34,2019-08-19
Aguie Morrad,Lucy Foster,8.0,5.0,8.0,8.0,8.0,8.0,8,Data_34,2019-08-19
Bertram Esgate,Lucy Foster,8.0,6.0,5.0,5.0,4.0,7.0,8,Data_34,2019-08-19
Marlon Reside,Lucy Foster,8.0,8.0,8.0,8.0,8.0,8.0,8,Data_34,2019-08-19
Micheal Di Matteo,Lucy Foster,4.0,3.0,8.0,7.0,6.0,8.0,8,Data_34,2019-08-19
Regina Calver,Lucy Foster,7.0,8.0,8.0,8.0,8.0,8.0,8,Data_34,2019-08-19
Jodie Kaygill,Lucy Foster,8.0,8.0,8.0,8.0,7.0,8.0,8,Data_34,2019-08-19
Ingunna Adin,Lucy Foster,7.0,8.0,8.0,8.0,5.0,6.0,8,Data_34,2019-08-19
Carlos Gerckens,Lucy Foster,8.0,6.0,8.0,8.0,8.0,8.0,8,Data_34,2019-08-19
Sherline Cudihy,Lucy Foster,8.0,8.0,8.0,6.0,5.0,8.0,8,Data_34,2019-08-19
